#VISAR 1
#Offset shift       : 0
#Sensitivity        : -12.732
#Slit               : 5
#Interfr. & angle   : 39.79 0
#Intensity params   : 0 0 1
#Reflectivity       : 0 1
#Sweep Time         : Hamamatsu 0.02045 2.826e-06 -1.173e-105
#Time zero & delay  : 15 0
#Center & magnif.   : 572 0.821
#Jumps              : 4.58 3 1.46; 7.74 0 1.33;9.84 0 1.46
#Region (px)        : 652.227 728.779 12.2484 985.995
# Time       Velocity    ErrVel      Reflect     ErrRefl     Quality     Pixel       Shift       ErrShift    RefInt      ShotInt     RefContr    ShotContr.
+1.1320E+01 +1.6605E+01 +6.8072E-01 +2.9474E-01 +8.1451E-02 +2.4704E-01 +8.9700E+02 +2.1112E+00 +2.0041E-01 +1.5543E+03 +4.5812E+02 +6.2215E+02 +1.5370E+02 
+1.1333E+01 +1.6606E+01 +6.8062E-01 +2.9514E-01 +8.2910E-02 +2.4623E-01 +8.9800E+02 +2.1110E+00 +2.0038E-01 +1.5550E+03 +4.5894E+02 +6.2622E+02 +1.5419E+02 
+1.1347E+01 +1.6605E+01 +6.8063E-01 +2.9575E-01 +8.5288E-02 +2.4525E-01 +8.9900E+02 +2.1113E+00 +2.0039E-01 +1.5526E+03 +4.5919E+02 +6.2870E+02 +1.5419E+02 
+1.1361E+01 +1.6601E+01 +6.8085E-01 +2.9620E-01 +8.8008E-02 +2.4377E-01 +9.0000E+02 +2.1123E+00 +2.0045E-01 +1.5496E+03 +4.5900E+02 +6.2930E+02 +1.5341E+02 
+1.1374E+01 +1.6595E+01 +6.8136E-01 +2.9592E-01 +9.0153E-02 +2.4149E-01 +9.0100E+02 +2.1141E+00 +2.0060E-01 +1.5480E+03 +4.5810E+02 +6.2802E+02 +1.5166E+02 
+1.1388E+01 +1.6587E+01 +6.8219E-01 +2.9444E-01 +9.0945E-02 +2.3822E-01 +9.0200E+02 +2.1166E+00 +2.0085E-01 +1.5489E+03 +4.5607E+02 +6.2516E+02 +1.4892E+02 
+1.1401E+01 +1.6575E+01 +6.8336E-01 +2.9175E-01 +9.0239E-02 +2.3390E-01 +9.0300E+02 +2.1200E+00 +2.0119E-01 +1.5527E+03 +4.5299E+02 +6.2118E+02 +1.4529E+02 
+1.1415E+01 +1.6562E+01 +6.8487E-01 +2.8856E-01 +8.8510E-02 +2.2864E-01 +9.0400E+02 +2.1240E+00 +2.0164E-01 +1.5589E+03 +4.4982E+02 +6.1662E+02 +1.4099E+02 
+1.1429E+01 +1.6546E+01 +6.8665E-01 +2.8584E-01 +8.6361E-02 +2.2269E-01 +9.0500E+02 +2.1285E+00 +2.0216E-01 +1.5663E+03 +4.4772E+02 +6.1197E+02 +1.3628E+02 
+1.1442E+01 +1.6531E+01 +6.8856E-01 +2.8415E-01 +8.4210E-02 +2.1637E-01 +9.0600E+02 +2.1331E+00 +2.0272E-01 +1.5732E+03 +4.4701E+02 +6.0754E+02 +1.3146E+02 
+1.1456E+01 +1.6516E+01 +6.9045E-01 +2.8330E-01 +8.2366E-02 +2.0999E-01 +9.0700E+02 +2.1374E+00 +2.0328E-01 +1.5777E+03 +4.4698E+02 +6.0355E+02 +1.2674E+02 
+1.1470E+01 +1.6504E+01 +6.9213E-01 +2.8272E-01 +8.1189E-02 +2.0376E-01 +9.0800E+02 +2.1410E+00 +2.0377E-01 +1.5795E+03 +4.4654E+02 +6.0007E+02 +1.2227E+02 
+1.1483E+01 +1.6495E+01 +6.9348E-01 +2.8203E-01 +8.0967E-02 +1.9781E-01 +9.0900E+02 +2.1437E+00 +2.0417E-01 +1.5788E+03 +4.4525E+02 +5.9723E+02 +1.1814E+02 
+1.1497E+01 +1.6489E+01 +6.9446E-01 +2.8143E-01 +8.1702E-02 +1.9215E-01 +9.1000E+02 +2.1455E+00 +2.0446E-01 +1.5762E+03 +4.4359E+02 +5.9515E+02 +1.1436E+02 
+1.1510E+01 +1.6485E+01 +6.9514E-01 +2.8131E-01 +8.2969E-02 +1.8675E-01 +9.1100E+02 +2.1465E+00 +2.0466E-01 +1.5719E+03 +4.4220E+02 +5.9406E+02 +1.1094E+02 
+1.1524E+01 +1.6483E+01 +6.9570E-01 +2.8170E-01 +8.3944E-02 +1.8160E-01 +9.1200E+02 +2.1473E+00 +2.0482E-01 +1.5659E+03 +4.4111E+02 +5.9414E+02 +1.0790E+02 
+1.1538E+01 +1.6479E+01 +6.9634E-01 +2.8206E-01 +8.3800E-02 +1.7673E-01 +9.1300E+02 +2.1483E+00 +2.0501E-01 +1.5590E+03 +4.3973E+02 +5.9551E+02 +1.0524E+02 
+1.1551E+01 +1.6473E+01 +6.9724E-01 +2.8168E-01 +8.2392E-02 +1.7220E-01 +9.1400E+02 +2.1502E+00 +2.0528E-01 +1.5529E+03 +4.3742E+02 +5.9812E+02 +1.0300E+02 
+1.1565E+01 +1.6462E+01 +6.9852E-01 +2.8013E-01 +8.0355E-02 +1.6815E-01 +9.1500E+02 +2.1532E+00 +2.0566E-01 +1.5498E+03 +4.3415E+02 +6.0176E+02 +1.0119E+02 
+1.1579E+01 +1.6447E+01 +7.0026E-01 +2.7747E-01 +7.8343E-02 +1.6470E-01 +9.1600E+02 +2.1577E+00 +2.0617E-01 +1.5515E+03 +4.3051E+02 +6.0610E+02 +9.9826E+01 
+1.1592E+01 +1.6427E+01 +7.0243E-01 +2.7406E-01 +7.6553E-02 +1.6195E-01 +9.1700E+02 +2.1635E+00 +2.0681E-01 +1.5588E+03 +4.2722E+02 +6.1080E+02 +9.8920E+01 
+1.1606E+01 +1.6403E+01 +7.0499E-01 +2.7034E-01 +7.4876E-02 +1.5996E-01 +9.1800E+02 +2.1706E+00 +2.0756E-01 +1.5700E+03 +4.2445E+02 +6.1553E+02 +9.8459E+01 
+1.1620E+01 +1.6376E+01 +7.0786E-01 +2.6677E-01 +7.3223E-02 +1.5872E-01 +9.1900E+02 +2.1786E+00 +2.0840E-01 +1.5809E+03 +4.2174E+02 +6.2008E+02 +9.8421E+01 
+1.1633E+01 +1.6347E+01 +7.1092E-01 +2.6399E-01 +7.1879E-02 +1.5822E-01 +9.2000E+02 +2.1871E+00 +2.0931E-01 +1.5864E+03 +4.1878E+02 +6.2430E+02 +9.8775E+01 
+1.1647E+01 +1.6318E+01 +7.1406E-01 +2.6277E-01 +7.1476E-02 +1.5837E-01 +9.2100E+02 +2.1957E+00 +2.1023E-01 +1.5835E+03 +4.1609E+02 +6.2809E+02 +9.9470E+01 
+1.1661E+01 +1.6290E+01 +7.1710E-01 +2.6356E-01 +7.2301E-02 +1.5906E-01 +9.2200E+02 +2.2039E+00 +2.1112E-01 +1.5726E+03 +4.1448E+02 +6.3136E+02 +1.0042E+02 
+1.1674E+01 +1.6265E+01 +7.1987E-01 +2.6593E-01 +7.3710E-02 +1.6009E-01 +9.2300E+02 +2.2112E+00 +2.1194E-01 +1.5575E+03 +4.1419E+02 +6.3397E+02 +1.0149E+02 
+1.1688E+01 +1.6244E+01 +7.2224E-01 +2.6876E-01 +7.4490E-02 +1.6121E-01 +9.2400E+02 +2.2174E+00 +2.1264E-01 +1.5429E+03 +4.1469E+02 +6.3575E+02 +1.0249E+02 
+1.1702E+01 +1.6228E+01 +7.2409E-01 +2.7081E-01 +7.3958E-02 +1.6216E-01 +9.2500E+02 +2.2224E+00 +2.1318E-01 +1.5327E+03 +4.1508E+02 +6.3650E+02 +1.0322E+02 
+1.1715E+01 +1.6215E+01 +7.2541E-01 +2.7140E-01 +7.2665E-02 +1.6272E-01 +9.2600E+02 +2.2259E+00 +2.1357E-01 +1.5277E+03 +4.1462E+02 +6.3606E+02 +1.0350E+02 
+1.1729E+01 +1.6207E+01 +7.2625E-01 +2.7072E-01 +7.1796E-02 +1.6273E-01 +9.2700E+02 +2.2283E+00 +2.1382E-01 +1.5255E+03 +4.1300E+02 +6.3433E+02 +1.0323E+02 
+1.1742E+01 +1.6203E+01 +7.2669E-01 +2.6944E-01 +7.1887E-02 +1.6217E-01 +9.2800E+02 +2.2296E+00 +2.1395E-01 +1.5228E+03 +4.1030E+02 +6.3142E+02 +1.0240E+02 
+1.1756E+01 +1.6201E+01 +7.2688E-01 +2.6824E-01 +7.2400E-02 +1.6103E-01 +9.2900E+02 +2.2302E+00 +2.1400E-01 +1.5169E+03 +4.0688E+02 +6.2763E+02 +1.0107E+02 
+1.1770E+01 +1.6201E+01 +7.2697E-01 +2.6755E-01 +7.2494E-02 +1.5934E-01 +9.3000E+02 +2.2303E+00 +2.1403E-01 +1.5075E+03 +4.0333E+02 +6.2349E+02 +9.9347E+01 
+1.1783E+01 +1.6200E+01 +7.2712E-01 +2.6755E-01 +7.1887E-02 +1.5713E-01 +9.3100E+02 +2.2305E+00 +2.1407E-01 +1.4964E+03 +4.0038E+02 +6.1964E+02 +9.7365E+01 
+1.1797E+01 +1.6197E+01 +7.2750E-01 +2.6819E-01 +7.0789E-02 +1.5444E-01 +9.3200E+02 +2.2313E+00 +2.1419E-01 +1.4866E+03 +3.9869E+02 +6.1673E+02 +9.5251E+01 
+1.1811E+01 +1.6191E+01 +7.2828E-01 +2.6921E-01 +6.9461E-02 +1.5138E-01 +9.3300E+02 +2.2331E+00 +2.1442E-01 +1.4808E+03 +3.9863E+02 +6.1524E+02 +9.3133E+01 
+1.1824E+01 +1.6181E+01 +7.2959E-01 +2.7013E-01 +6.8226E-02 +1.4810E-01 +9.3400E+02 +2.2362E+00 +2.1480E-01 +1.4800E+03 +3.9980E+02 +6.1537E+02 +9.1135E+01 
+1.1838E+01 +1.6165E+01 +7.3148E-01 +2.7022E-01 +6.7561E-02 +1.4482E-01 +9.3500E+02 +2.2407E+00 +2.1536E-01 +1.4832E+03 +4.0079E+02 +6.1704E+02 +8.9359E+01 
+1.1852E+01 +1.6145E+01 +7.3391E-01 +2.6886E-01 +6.7753E-02 +1.4173E-01 +9.3600E+02 +2.2466E+00 +2.1607E-01 +1.4881E+03 +4.0009E+02 +6.1992E+02 +8.7863E+01 
+1.1865E+01 +1.6122E+01 +7.3679E-01 +2.6602E-01 +6.8631E-02 +1.3891E-01 +9.3700E+02 +2.2535E+00 +2.1692E-01 +1.4938E+03 +3.9738E+02 +6.2359E+02 +8.6622E+01 
+1.1879E+01 +1.6096E+01 +7.3997E-01 +2.6246E-01 +6.9832E-02 +1.3626E-01 +9.3800E+02 +2.2612E+00 +2.1786E-01 +1.5006E+03 +3.9385E+02 +6.2767E+02 +8.5526E+01 
+1.1893E+01 +1.6068E+01 +7.4335E-01 +2.5917E-01 +7.1015E-02 +1.3359E-01 +9.3900E+02 +2.2693E+00 +2.1885E-01 +1.5089E+03 +3.9107E+02 +6.3189E+02 +8.4413E+01 
+1.1906E+01 +1.6039E+01 +7.4689E-01 +2.5684E-01 +7.1941E-02 +1.3070E-01 +9.4000E+02 +2.2778E+00 +2.1990E-01 +1.5175E+03 +3.8975E+02 +6.3607E+02 +8.3137E+01 
+1.1920E+01 +1.6010E+01 +7.5059E-01 +2.5571E-01 +7.2718E-02 +1.2755E-01 +9.4100E+02 +2.2865E+00 +2.2098E-01 +1.5240E+03 +3.8971E+02 +6.4010E+02 +8.1648E+01 
+1.1934E+01 +1.5979E+01 +7.5441E-01 +2.5587E-01 +7.3770E-02 +1.2431E-01 +9.4200E+02 +2.2955E+00 +2.2211E-01 +1.5265E+03 +3.9059E+02 +6.4380E+02 +8.0031E+01 
+1.1947E+01 +1.5949E+01 +7.5825E-01 +2.5732E-01 +7.5116E-02 +1.2134E-01 +9.4300E+02 +2.3043E+00 +2.2324E-01 +1.5241E+03 +3.9218E+02 +6.4689E+02 +7.8492E+01 
+1.1961E+01 +1.5921E+01 +7.6185E-01 +2.5999E-01 +7.5876E-02 +1.1907E-01 +9.4400E+02 +2.3127E+00 +2.2430E-01 +1.5180E+03 +3.9467E+02 +6.4902E+02 +7.7280E+01 
+1.1975E+01 +1.5896E+01 +7.6487E-01 +2.6367E-01 +7.4985E-02 +1.1788E-01 +9.4500E+02 +2.3199E+00 +2.2519E-01 +1.5119E+03 +3.9864E+02 +6.4982E+02 +7.6603E+01 
+1.1988E+01 +1.5877E+01 +7.6710E-01 +2.6797E-01 +7.2577E-02 +1.1796E-01 +9.4600E+02 +2.3255E+00 +2.2584E-01 +1.5092E+03 +4.0442E+02 +6.4906E+02 +7.6563E+01 
+1.2002E+01 +1.5864E+01 +7.6852E-01 +2.7218E-01 +7.0193E-02 +1.1929E-01 +9.4700E+02 +2.3294E+00 +2.2626E-01 +1.5107E+03 +4.1119E+02 +6.4671E+02 +7.7143E+01 
+1.2016E+01 +1.5856E+01 +7.6941E-01 +2.7546E-01 +6.9174E-02 +1.2164E-01 +9.4800E+02 +2.3319E+00 +2.2652E-01 +1.5143E+03 +4.1712E+02 +6.4302E+02 +7.8219E+01 
+1.2029E+01 +1.5849E+01 +7.7013E-01 +2.7714E-01 +6.9543E-02 +1.2466E-01 +9.4900E+02 +2.3337E+00 +2.2674E-01 +1.5174E+03 +4.2053E+02 +6.3850E+02 +7.9595E+01 
+1.2043E+01 +1.5844E+01 +7.7097E-01 +2.7704E-01 +7.0670E-02 +1.2786E-01 +9.5000E+02 +2.3353E+00 +2.2698E-01 +1.5196E+03 +4.2098E+02 +6.3382E+02 +8.1037E+01 
+1.2057E+01 +1.5837E+01 +7.7206E-01 +2.7550E-01 +7.1850E-02 +1.3076E-01 +9.5100E+02 +2.3373E+00 +2.2731E-01 +1.5222E+03 +4.1936E+02 +6.2962E+02 +8.2328E+01 
+1.2070E+01 +1.5829E+01 +7.7337E-01 +2.7319E-01 +7.2363E-02 +1.3298E-01 +9.5200E+02 +2.3397E+00 +2.2769E-01 +1.5264E+03 +4.1699E+02 +6.2646E+02 +8.3308E+01 
+1.2084E+01 +1.5820E+01 +7.7480E-01 +2.7073E-01 +7.1920E-02 +1.3430E-01 +9.5300E+02 +2.3423E+00 +2.2811E-01 +1.5321E+03 +4.1479E+02 +6.2468E+02 +8.3892E+01 
+1.2098E+01 +1.5811E+01 +7.7618E-01 +2.6854E-01 +7.0891E-02 +1.3463E-01 +9.5400E+02 +2.3450E+00 +2.2852E-01 +1.5382E+03 +4.1306E+02 +6.2435E+02 +8.4060E+01 
+1.2111E+01 +1.5803E+01 +7.7736E-01 +2.6669E-01 +6.9787E-02 +1.3406E-01 +9.5500E+02 +2.3474E+00 +2.2887E-01 +1.5436E+03 +4.1165E+02 +6.2536E+02 +8.3834E+01 
+1.2125E+01 +1.5797E+01 +7.7820E-01 +2.6500E-01 +6.8750E-02 +1.3271E-01 +9.5600E+02 +2.3491E+00 +2.2911E-01 +1.5479E+03 +4.1020E+02 +6.2738E+02 +8.3260E+01 
+1.2139E+01 +1.5794E+01 +7.7863E-01 +2.6328E-01 +6.7570E-02 +1.3079E-01 +9.5700E+02 +2.3501E+00 +2.2924E-01 +1.5510E+03 +4.0835E+02 +6.2996E+02 +8.2393E+01 
+1.2152E+01 +1.5793E+01 +7.7865E-01 +2.6136E-01 +6.5891E-02 +1.2851E-01 +9.5800E+02 +2.3504E+00 +2.2925E-01 +1.5528E+03 +4.0583E+02 +6.3262E+02 +8.1295E+01 
+1.2166E+01 +1.5793E+01 +7.7841E-01 +2.5918E-01 +6.3354E-02 +1.2603E-01 +9.5900E+02 +2.3503E+00 +2.2917E-01 +1.5534E+03 +4.0261E+02 +6.3488E+02 +8.0017E+01 
+1.2180E+01 +1.5793E+01 +7.7812E-01 +2.5691E-01 +5.9882E-02 +1.2350E-01 +9.6000E+02 +2.3503E+00 +2.2909E-01 +1.5536E+03 +3.9913E+02 +6.3636E+02 +7.8588E+01 
+1.2193E+01 +1.5790E+01 +7.7806E-01 +2.5497E-01 +5.5931E-02 +1.2092E-01 +9.6100E+02 +2.3511E+00 +2.2907E-01 +1.5541E+03 +3.9625E+02 +6.3683E+02 +7.7007E+01 
+1.2207E+01 +1.5783E+01 +7.7849E-01 +2.5370E-01 +5.2411E-02 +1.1827E-01 +9.6200E+02 +2.3531E+00 +2.2920E-01 +1.5560E+03 +3.9475E+02 +6.3627E+02 +7.5255E+01 
+1.2221E+01 +1.5771E+01 +7.7959E-01 +2.5306E-01 +5.0277E-02 +1.1549E-01 +9.6300E+02 +2.3567E+00 +2.2952E-01 +1.5597E+03 +3.9469E+02 +6.3490E+02 +7.3327E+01 
+1.2234E+01 +1.5754E+01 +7.8143E-01 +2.5254E-01 +4.9929E-02 +1.1258E-01 +9.6400E+02 +2.3618E+00 +2.3006E-01 +1.5654E+03 +3.9531E+02 +6.3310E+02 +7.1273E+01 
+1.2248E+01 +1.5732E+01 +7.8396E-01 +2.5153E-01 +5.0830E-02 +1.0964E-01 +9.6500E+02 +2.3682E+00 +2.3081E-01 +1.5727E+03 +3.9558E+02 +6.3133E+02 +6.9219E+01 
+1.2262E+01 +1.5708E+01 +7.8701E-01 +2.4995E-01 +5.1988E-02 +1.0691E-01 +9.6600E+02 +2.3754E+00 +2.3171E-01 +1.5804E+03 +3.9503E+02 +6.2997E+02 +6.7351E+01 
+1.2276E+01 +1.5683E+01 +7.9033E-01 +2.4844E-01 +5.2858E-02 +1.0469E-01 +9.6700E+02 +2.3828E+00 +2.3268E-01 +1.5863E+03 +3.9411E+02 +6.2927E+02 +6.5881E+01 
+1.2289E+01 +1.5658E+01 +7.9363E-01 +2.4798E-01 +5.3575E-02 +1.0325E-01 +9.6800E+02 +2.3899E+00 +2.3365E-01 +1.5882E+03 +3.9384E+02 +6.2924E+02 +6.4969E+01 
+1.2303E+01 +1.5637E+01 +7.9663E-01 +2.4915E-01 +5.4381E-02 +1.0270E-01 +9.6900E+02 +2.3962E+00 +2.3454E-01 +1.5847E+03 +3.9483E+02 +6.2968E+02 +6.4670E+01 
+1.2317E+01 +1.5619E+01 +7.9918E-01 +2.5170E-01 +5.5176E-02 +1.0295E-01 +9.7000E+02 +2.4015E+00 +2.3529E-01 +1.5761E+03 +3.9670E+02 +6.3034E+02 +6.4894E+01 
+1.2330E+01 +1.5604E+01 +8.0127E-01 +2.5471E-01 +5.5697E-02 +1.0369E-01 +9.7100E+02 +2.4060E+00 +2.3591E-01 +1.5639E+03 +3.9835E+02 +6.3098E+02 +6.5426E+01 
+1.2344E+01 +1.5590E+01 +8.0307E-01 +2.5713E-01 +5.5787E-02 +1.0450E-01 +9.7200E+02 +2.4100E+00 +2.3643E-01 +1.5508E+03 +3.9877E+02 +6.3148E+02 +6.5988E+01 
+1.2358E+01 +1.5577E+01 +8.0477E-01 +2.5832E-01 +5.5427E-02 +1.0495E-01 +9.7300E+02 +2.4138E+00 +2.3693E-01 +1.5396E+03 +3.9769E+02 +6.3191E+02 +6.6319E+01 
+1.2371E+01 +1.5564E+01 +8.0657E-01 +2.5821E-01 +5.4728E-02 +1.0474E-01 +9.7400E+02 +2.4178E+00 +2.3747E-01 +1.5315E+03 +3.9547E+02 +6.3249E+02 +6.6249E+01 
+1.2385E+01 +1.5549E+01 +8.0860E-01 +2.5724E-01 +5.3894E-02 +1.0378E-01 +9.7500E+02 +2.4221E+00 +2.3806E-01 +1.5260E+03 +3.9256E+02 +6.3348E+02 +6.5742E+01 
+1.2399E+01 +1.5533E+01 +8.1089E-01 +2.5601E-01 +5.3128E-02 +1.0217E-01 +9.7600E+02 +2.4268E+00 +2.3874E-01 +1.5212E+03 +3.8945E+02 +6.3510E+02 +6.4888E+01 
+1.2412E+01 +1.5516E+01 +8.1341E-01 +2.5506E-01 +5.2653E-02 +1.0018E-01 +9.7700E+02 +2.4318E+00 +2.3948E-01 +1.5163E+03 +3.8676E+02 +6.3736E+02 +6.3854E+01 
+1.2426E+01 +1.5498E+01 +8.1610E-01 +2.5466E-01 +5.2728E-02 +9.8138E-02 +9.7800E+02 +2.4371E+00 +2.4027E-01 +1.5120E+03 +3.8504E+02 +6.4005E+02 +6.2814E+01 
+1.2440E+01 +1.5479E+01 +8.1894E-01 +2.5471E-01 +5.3494E-02 +9.6284E-02 +9.7900E+02 +2.4427E+00 +2.4111E-01 +1.5091E+03 +3.8440E+02 +6.4276E+02 +6.1887E+01 
+1.2453E+01 +1.5459E+01 +8.2201E-01 +2.5507E-01 +5.4824E-02 +9.4753E-02 +9.8000E+02 +2.4487E+00 +2.4201E-01 +1.5080E+03 +3.8465E+02 +6.4496E+02 +6.1112E+01 
+1.2467E+01 +1.5437E+01 +8.2551E-01 +2.5588E-01 +5.6365E-02 +9.3549E-02 +9.8100E+02 +2.4552E+00 +2.4304E-01 +1.5080E+03 +3.8586E+02 +6.4620E+02 +6.0452E+01 
+1.2481E+01 +1.5411E+01 +8.2973E-01 +2.5750E-01 +5.7801E-02 +9.2609E-02 +9.8200E+02 +2.4627E+00 +2.4428E-01 +1.5086E+03 +3.8846E+02 +6.4621E+02 +5.9845E+01 
+1.2495E+01 +1.5381E+01 +8.3484E-01 +2.6000E-01 +5.9132E-02 +9.1891E-02 +9.8300E+02 +2.4715E+00 +2.4579E-01 +1.5103E+03 +3.9268E+02 +6.4497E+02 +5.9267E+01 
+1.2508E+01 +1.5346E+01 +8.4081E-01 +2.6291E-01 +6.0465E-02 +9.1452E-02 +9.8400E+02 +2.4819E+00 +2.4755E-01 +1.5137E+03 +3.9798E+02 +6.4271E+02 +5.8777E+01 
+1.2522E+01 +1.5306E+01 +8.4735E-01 +2.6546E-01 +6.1534E-02 +9.1456E-02 +9.8500E+02 +2.4936E+00 +2.4947E-01 +1.5184E+03 +4.0308E+02 +6.3979E+02 +5.8512E+01 
+1.2536E+01 +1.5264E+01 +8.5396E-01 +2.6692E-01 +6.1902E-02 +9.2088E-02 +9.8600E+02 +2.5061E+00 +2.5142E-01 +1.5230E+03 +4.0653E+02 +6.3663E+02 +5.8626E+01 
+1.2549E+01 +1.5223E+01 +8.6001E-01 +2.6691E-01 +6.1488E-02 +9.3405E-02 +9.8700E+02 +2.5182E+00 +2.5320E-01 +1.5267E+03 +4.0748E+02 +6.3354E+02 +5.9176E+01 
+1.2563E+01 +1.5187E+01 +8.6493E-01 +2.6543E-01 +6.0458E-02 +9.5228E-02 +9.8800E+02 +2.5288E+00 +2.5465E-01 +1.5297E+03 +4.0603E+02 +6.3067E+02 +6.0057E+01 
+1.2577E+01 +1.5158E+01 +8.6842E-01 +2.6302E-01 +5.9009E-02 +9.7172E-02 +9.8900E+02 +2.5373E+00 +2.5567E-01 +1.5325E+03 +4.0308E+02 +6.2792E+02 +6.1016E+01 
+1.2590E+01 +1.5137E+01 +8.7045E-01 +2.6062E-01 +5.7541E-02 +9.8797E-02 +9.9000E+02 +2.5434E+00 +2.5627E-01 +1.5343E+03 +3.9988E+02 +6.2508E+02 +6.1756E+01 
+1.2604E+01 +1.5123E+01 +8.7133E-01 +2.5913E-01 +5.6579E-02 +9.9779E-02 +9.9100E+02 +2.5477E+00 +2.5653E-01 +1.5335E+03 +3.9737E+02 +6.2183E+02 +6.2046E+01 
+1.2618E+01 +1.5112E+01 +8.7160E-01 +2.5883E-01 +5.6464E-02 +9.9984E-02 +9.9200E+02 +2.5509E+00 +2.5661E-01 +1.5293E+03 +3.9582E+02 +6.1793E+02 +6.1783E+01 
+1.2632E+01 +1.5102E+01 +8.7190E-01 +2.5936E-01 +5.7330E-02 +9.9466E-02 +9.9300E+02 +2.5539E+00 +2.5670E-01 +1.5225E+03 +3.9487E+02 +6.1326E+02 +6.0999E+01 
+1.2645E+01 +1.5089E+01 +8.7283E-01 +2.6015E-01 +5.9142E-02 +9.8431E-02 +9.9400E+02 +2.5576E+00 +2.5697E-01 +1.5141E+03 +3.9389E+02 +6.0789E+02 +5.9835E+01 
+1.2659E+01 +1.5071E+01 +8.7486E-01 +2.6077E-01 +6.1403E-02 +9.7197E-02 +9.9500E+02 +2.5627E+00 +2.5757E-01 +1.5042E+03 +3.9226E+02 +6.0207E+02 +5.8519E+01 
+1.2673E+01 +1.5048E+01 +8.7826E-01 +2.6099E-01 +6.3057E-02 +9.6166E-02 +9.9600E+02 +2.5696E+00 +2.5857E-01 +1.4932E+03 +3.8970E+02 +5.9621E+02 +5.7335E+01 
+1.2686E+01 +1.5019E+01 +8.8308E-01 +2.6096E-01 +6.3174E-02 +9.5750E-02 +9.9700E+02 +2.5781E+00 +2.5999E-01 +1.4819E+03 +3.8671E+02 +5.9075E+02 +5.6564E+01 
+1.2700E+01 +1.4987E+01 +8.8907E-01 +2.6122E-01 +6.1856E-02 +9.6238E-02 +9.9800E+02 +2.5875E+00 +2.6175E-01 +1.4718E+03 +3.8445E+02 +5.8613E+02 +5.6408E+01 
+1.2714E+01 +1.4956E+01 +8.9555E-01 +2.6235E-01 +6.0077E-02 +9.7656E-02 +9.9900E+02 +2.5968E+00 +2.6366E-01 +1.4633E+03 +3.8391E+02 +5.8269E+02 +5.6904E+01 
+1.2728E+01 +1.4928E+01 +9.0159E-01 +2.6436E-01 +5.8559E-02 +9.9726E-02 +1.0000E+03 +2.6048E+00 +2.6544E-01 +1.4563E+03 +3.8498E+02 +5.8071E+02 +5.7912E+01 
+1.2741E+01 +1.4907E+01 +9.0641E-01 +2.6651E-01 +5.7101E-02 +1.0198E-01 +1.0010E+03 +2.6112E+00 +2.6686E-01 +1.4506E+03 +3.8660E+02 +5.8031E+02 +5.9181E+01 
+1.2755E+01 +1.4892E+01 +9.0965E-01 +2.6789E-01 +5.5028E-02 +1.0397E-01 +1.0020E+03 +2.6156E+00 +2.6781E-01 +1.4473E+03 +3.8773E+02 +5.8150E+02 +6.0457E+01 
+1.2769E+01 +1.4883E+01 +9.1141E-01 +2.6799E-01 +5.2133E-02 +1.0540E-01 +1.0030E+03 +2.6182E+00 +2.6833E-01 +1.4478E+03 +3.8800E+02 +5.8416E+02 +6.1571E+01 
+1.2782E+01 +1.4879E+01 +9.1207E-01 +2.6687E-01 +4.9179E-02 +1.0622E-01 +1.0040E+03 +2.6194E+00 +2.6853E-01 +1.4522E+03 +3.8755E+02 +5.8802E+02 +6.2457E+01 
+1.2796E+01 +1.4878E+01 +9.1205E-01 +2.6509E-01 +4.7394E-02 +1.0650E-01 +1.0050E+03 +2.6197E+00 +2.6852E-01 +1.4586E+03 +3.8666E+02 +5.9270E+02 +6.3125E+01 
+1.2810E+01 +1.4879E+01 +9.1168E-01 +2.6345E-01 +4.7427E-02 +1.0643E-01 +1.0060E+03 +2.6193E+00 +2.6841E-01 +1.4640E+03 +3.8569E+02 +5.9771E+02 +6.3615E+01 
+1.2824E+01 +1.4882E+01 +9.1111E-01 +2.6248E-01 +4.8945E-02 +1.0616E-01 +1.0070E+03 +2.6184E+00 +2.6824E-01 +1.4667E+03 +3.8497E+02 +6.0249E+02 +6.3962E+01 
+1.2837E+01 +1.4887E+01 +9.1032E-01 +2.6205E-01 +5.0931E-02 +1.0581E-01 +1.0080E+03 +2.6170E+00 +2.6801E-01 +1.4671E+03 +3.8446E+02 +6.0649E+02 +6.4175E+01 
+1.2851E+01 +1.4894E+01 +9.0924E-01 +2.6156E-01 +5.2338E-02 +1.0547E-01 +1.0090E+03 +2.6150E+00 +2.6769E-01 +1.4667E+03 +3.8363E+02 +6.0923E+02 +6.4254E+01 
+1.2865E+01 +1.4903E+01 +9.0785E-01 +2.6070E-01 +5.3009E-02 +1.0520E-01 +1.0100E+03 +2.6124E+00 +2.6728E-01 +1.4660E+03 +3.8217E+02 +6.1037E+02 +6.4208E+01 
+1.2878E+01 +1.4914E+01 +9.0625E-01 +2.5999E-01 +5.3736E-02 +1.0508E-01 +1.0110E+03 +2.6091E+00 +2.6681E-01 +1.4646E+03 +3.8078E+02 +6.0982E+02 +6.4078E+01 
+1.2892E+01 +1.4927E+01 +9.0464E-01 +2.6035E-01 +5.5302E-02 +1.0520E-01 +1.0120E+03 +2.6054E+00 +2.6634E-01 +1.4626E+03 +3.8079E+02 +6.0773E+02 +6.3932E+01 
